id,complaint,demands,praise,questions
1031976825001,0.35211852,0.014727469,0.3422934,0.29086062
426114299202,0.9846031,0.0015761644,0.0068913526,0.0069292756
1012074353573,0.0013398443,0.002919931,0.9947397,0.0010005314
787161833672,0.001780831,0.0014889714,0.9957053,0.0010248659
88712860112,0.9196297,0.0026809112,0.0025989437,0.07509052
717983057454,0.008711745,0.001385862,0.9879744,0.0019280197
400495017292,0.97943133,0.0018654199,0.016994435,0.001708746
625719165585,0.98913294,0.0030630205,0.0037631413,0.0040409844
386045944949,0.0078118034,0.7989615,0.1912986,0.0019279758
805213505507,0.00818818,0.209899,0.78074324,0.0011695874
73121851052,0.0016878982,0.005763626,0.9919469,0.0006016092
4159611088,0.0017438092,0.02013838,0.97719485,0.0009228837
633555549446,0.7689328,0.002989441,0.0044097244,0.22366802
67388352044,0.9747467,0.001347094,0.0036031508,0.02030303
231913678033,0.005533938,0.98186994,0.009159464,0.0034366702
930378232978,0.0016033803,0.0021781153,0.9953874,0.000831205
141119047089,0.0027543579,0.95131713,0.042900972,0.0030275104
937474891862,0.26249328,0.0056362757,0.6936888,0.03818162
25979296490,0.0015954277,0.0020266194,0.9957047,0.000673221
180623999869,0.017412912,0.9756173,0.0049285297,0.002041357
1057125755465,0.9699109,0.0016407191,0.003553509,0.024894832
345183054768,0.0041076527,0.0009828409,0.99372214,0.0011873996
331809514555,0.001398304,0.002355801,0.9954117,0.00083417154
1075216503388,0.04296861,0.002345191,0.9528235,0.0018627145
840915482635,0.003236864,0.0014316085,0.99431723,0.0010143486
929486095716,0.008367851,0.9776873,0.012069315,0.001875514
884008835262,0.9663991,0.017256752,0.002947785,0.013396275
315714662357,0.015247277,0.011154025,0.9723732,0.0012255657
269655207135,0.9597999,0.034242414,0.00276871,0.0031890196
584930124815,0.98658955,0.0011566014,0.00394645,0.008307422
666097361112,0.9872378,0.0011213887,0.0085267285,0.0031141075
2648672302,0.006074881,0.0015989802,0.98926765,0.003058401
494757984254,0.7898318,0.0039078523,0.192392,0.013868287
748514788451,0.0070930505,0.031618875,0.0079503115,0.95333767
98842399806,0.984467,0.0016179228,0.008682664,0.0052324054
400206877993,0.0022864644,0.0013484578,0.9955059,0.0008590599
424558389354,0.02772291,0.10123545,0.68751955,0.1835221
759111425709,0.46526396,0.012698806,0.0028494273,0.5191878
334059022758,0.00226545,0.0020141741,0.99497175,0.00074860203
561022303554,0.88394684,0.0014132592,0.006616413,0.10802347
961846302131,0.003816364,0.97908884,0.014040209,0.0030546451
142614937971,0.010597772,0.0013519183,0.9870178,0.0010325357
754999796017,0.1744251,0.7541404,0.006486546,0.064948045
138732595402,0.99048537,0.0016682838,0.0040859743,0.0037603187
662454740791,0.9901455,0.00200563,0.003707752,0.0041411845
286432096757,0.021536715,0.97105116,0.0049738633,0.0024381988
709106012681,0.076798186,0.0020333033,0.0037594275,0.91740906
353587571299,0.84760386,0.0726576,0.059349176,0.020389406
354477772429,0.9880555,0.0016850876,0.007984556,0.0022748616
13158019394,0.0022607688,0.0017035725,0.9949595,0.0010761631
267930989102,0.00496304,0.9819147,0.0073347846,0.0057874927
760985150136,0.35877442,0.009890378,0.6243482,0.0069869026
879881308535,0.64226466,0.014671964,0.3391332,0.003930168
117209190262,0.97302264,0.0015626388,0.004752313,0.020662379
363331837438,0.99123514,0.0031005624,0.0040683853,0.0015958439
24854532259,0.0065838406,0.006985907,0.00994262,0.97648764
769109374297,0.001126054,0.003601416,0.9943967,0.00087583245
805886239939,0.0058541927,0.9724336,0.015469822,0.006242358
223925869759,0.0024336588,0.001789084,0.9948584,0.00091879535
920876673121,0.983952,0.0032013822,0.009145705,0.0037008768
241727985571,0.1256013,0.8647759,0.0049008,0.004722047
799644755358,0.0052526374,0.001383379,0.9924029,0.00096103863
710954060874,0.9766973,0.0029663048,0.018887004,0.0014493502
339957142922,0.9222951,0.0013668694,0.009700485,0.066637546
458331596146,0.0037148932,0.9416189,0.051833905,0.0028323354
443504374866,0.0074575054,0.98365223,0.0041732085,0.0047169826
639923532182,0.59513974,0.0071581267,0.0033862954,0.3943159
277431026857,0.98323303,0.011477085,0.0028101848,0.002479588
164478789437,0.9694979,0.0016656739,0.0022408823,0.026595566
599309971813,0.027340079,0.8680935,0.09214752,0.012418878
163294787266,0.55667126,0.0028304046,0.0047809444,0.43571746
463747960317,0.97396344,0.0013069545,0.021858951,0.0028706286
339095281895,0.0076363883,0.9719747,0.017505875,0.0028830077
510217770806,0.9854456,0.0029889124,0.0087846415,0.0027808787
283177164588,0.9883895,0.0019795368,0.0018231393,0.0078078727
626716532366,0.98508877,0.0017004872,0.011291868,0.0019189
870237047318,0.988167,0.0019389123,0.0036087346,0.00628533
496945432221,0.20927879,0.0048148115,0.7838066,0.0020998197
159056856785,0.0026728688,0.0014699319,0.9949626,0.0008946528
953844688681,0.0023402548,0.10773065,0.8873737,0.0025554092
247780903122,0.9891649,0.0059826756,0.0020952886,0.0027570957
865884460605,0.0009964409,0.008907803,0.9891445,0.0009512722
301053194145,0.99046993,0.0029280244,0.0044513377,0.0021506455
74949612808,0.008921084,0.002264722,0.9803592,0.008454957
276160536353,0.9782698,0.0033774953,0.0031306974,0.015221874
196537922095,0.96998614,0.0013822083,0.026227424,0.0024042015
590630562131,0.0032590358,0.0014649425,0.9938048,0.0014712035
323882343030,0.0017917327,0.0017199247,0.9956726,0.00081587886
786109488562,0.844102,0.0025349904,0.14961107,0.0037519722
551534783605,0.96495694,0.006864726,0.0024815323,0.025696816
548195250464,0.0038682665,0.01203764,0.8300647,0.15402935
172418871799,0.9898684,0.0014965964,0.006147314,0.0024877514
407790245568,0.05376683,0.84184617,0.003382957,0.1010041
799974652735,0.98923945,0.0020786875,0.0063355253,0.0023464384
1013307845509,0.0018557077,0.007988746,0.9893083,0.0008472746
169895123138,0.73077965,0.013521622,0.06838797,0.18731079
607462175030,0.39713663,0.5911822,0.007395212,0.0042860736
3200032490,0.9895154,0.0012170475,0.0060867495,0.0031808906
120744311602,0.45017403,0.0037596014,0.5425668,0.0034995615
1075854830712,0.75550705,0.0070573376,0.028691828,0.20874387
148377226257,0.9769931,0.0012041224,0.0076204045,0.014182429
582443286372,0.0021987844,0.0015009244,0.9954723,0.00082801183
381909287142,0.0022627763,0.0015167494,0.9954294,0.00079101144
319364011289,0.017438997,0.97574854,0.004610037,0.002202427
517497543107,0.00355064,0.9791364,0.014964514,0.0023484137
164487967856,0.98930407,0.0011277322,0.007316334,0.0022519312
784059244454,0.060146958,0.0018185088,0.936532,0.0015025242
1072784843806,0.0058459262,0.0013548313,0.9915359,0.0012633295
475041258122,0.002585948,0.0020386528,0.99406105,0.0013143403
221322197348,0.9879381,0.001379697,0.005844933,0.0048373872
1039251458894,0.9875957,0.0015438786,0.00247601,0.008384457
701498894085,0.002882348,0.0012744814,0.99492514,0.00091798155
985524915313,0.09943394,0.0077123805,0.0034107778,0.88944286
215179705976,0.0017606837,0.055832718,0.94115126,0.0012553554
297968359410,0.0017095815,0.0028979562,0.99478465,0.00060789514
719503343420,0.0016918427,0.001675987,0.995883,0.0007492154
395028096818,0.306656,0.0045102136,0.68541944,0.0034143333
662725704478,0.0045737172,0.0011627352,0.992788,0.0014754941
593370176595,0.0028416624,0.0021825817,0.9936156,0.001360084
227279470492,0.9887001,0.0055651227,0.0032899152,0.0024449462
593168661364,0.06558304,0.0041464237,0.0035646178,0.92670584
606554001479,0.9769817,0.012658507,0.008711035,0.0016487414
632257812002,0.016776482,0.974158,0.0060867686,0.0029786595
714184958619,0.9751897,0.0009395615,0.0198376,0.004033148
995910669559,0.0076715825,0.0026825976,0.0056902673,0.98395556
203470718901,0.28024065,0.0014375667,0.71332175,0.0050001005
314796508742,0.012938097,0.003922793,0.0046221185,0.978517
474479833603,0.0044348063,0.0011478601,0.9929342,0.001483038
201751026662,0.001680886,0.0021447123,0.995368,0.0008064214
169077003844,0.0063923346,0.014430077,0.0206081,0.9585695
1028609062878,0.9881087,0.0020550946,0.008288472,0.0015477815
624790060563,0.60972166,0.36298618,0.024069352,0.0032227966
265458672103,0.02200774,0.0020639598,0.9748834,0.0010448936
345375293055,0.21361993,0.04054559,0.7429092,0.0029252474
462489588268,0.3977817,0.049290948,0.5513143,0.0016130966
548996075136,0.9907856,0.0036411996,0.0026100287,0.0029632514
624404184977,0.0023574468,0.0016870801,0.9951633,0.0007921197
207619439460,0.0025351928,0.01150651,0.9115477,0.07441059
676865345604,0.0042535155,0.0034006096,0.0056535737,0.98669225
994939514463,0.93745375,0.020120619,0.0018928355,0.040532783
552644428920,0.9358089,0.0020085673,0.0025306267,0.059651855
826627048581,0.9900047,0.0011822324,0.002662165,0.006150931
338620434718,0.5812491,0.003753515,0.41196212,0.0030353018
92152912757,0.97657895,0.0022094818,0.0166703,0.0045412797
828170616645,0.0020166887,0.1297434,0.8654003,0.0028396673
130837782898,0.9923872,0.0016163207,0.0031076758,0.0028888609
996933739923,0.9907011,0.0027648108,0.0046639326,0.0018701822
190465740045,0.005386444,0.0012908838,0.99215454,0.0011681783
156052788416,0.06374382,0.4516457,0.014099578,0.4705109
561722982754,0.01930023,0.0009864458,0.976587,0.0031262317
740387980414,0.96386546,0.003523826,0.031024318,0.0015864115
541782454644,0.15204793,0.0034376867,0.8295605,0.014953843
669089364125,0.01090807,0.006636174,0.9819665,0.00048928417
105562524653,0.030023422,0.0042720595,0.005227756,0.96047676
872638463587,0.9498097,0.00247689,0.0441573,0.0035561044
852197787807,0.009068551,0.9693182,0.014562067,0.00705121
1085112292296,0.0036919476,0.0070208064,0.94874096,0.040546283
284089713069,0.9889642,0.0013871208,0.0065928926,0.0030558435
619568328454,0.9817229,0.0010920011,0.0032691762,0.013915986
687898493469,0.97955394,0.0012338622,0.014301693,0.004910512
299142893076,0.80853385,0.17486443,0.013928724,0.0026730183
520961091611,0.12076795,0.005194387,0.0130080255,0.86102974
526491464848,0.12314661,0.86800486,0.0056833336,0.00316519
570922971089,0.95566785,0.0017643718,0.04031529,0.0022525461
637051184810,0.002647063,0.0024533076,0.9938474,0.0010521308
3469814294,0.58256805,0.0028074302,0.0035797923,0.41104475
131828229054,0.9913026,0.001245261,0.0039614756,0.0034905782
188167517070,0.9898421,0.001240634,0.00615593,0.0027613048
147684760332,0.018738022,0.011567736,0.0020918287,0.96760243
73492113798,0.97852373,0.0015003986,0.018079687,0.0018961779
116132159413,0.016249763,0.97701627,0.0042843563,0.002449547
1051473513350,0.080538884,0.014955513,0.22001,0.6844956
433775417796,0.25458485,0.0056286855,0.7378616,0.0019248801
1097585078939,0.0048956657,0.98232967,0.009081067,0.0036936544
235859934045,0.0018115046,0.001659976,0.99578816,0.0007404315
415293993352,0.36414945,0.02671872,0.6013338,0.007798011
656640368096,0.08169034,0.0013217621,0.91451997,0.0024679217
559873346817,0.9382179,0.054213822,0.0055610044,0.0020072802
685813962181,0.9688138,0.0013620346,0.027396651,0.0024274755
818501497386,0.0018183398,0.0017003505,0.9957526,0.00072878774
632002635453,0.5073222,0.002069521,0.48678523,0.0038230936
842921016923,0.02962024,0.0050027734,0.011098878,0.95427805
598480691372,0.018300055,0.97146755,0.0087837335,0.0014486403
344902572983,0.0069296565,0.002430662,0.98865765,0.001982015
1084168753394,0.0015451588,0.002763218,0.99503136,0.00066033396
908193208924,0.0036600605,0.9714149,0.021682288,0.0032426477
157762832139,0.9895979,0.0012799163,0.002679065,0.0064430297
87877749141,0.18001337,0.0016026724,0.8123572,0.006026775
550531727881,0.0039879167,0.0023367226,0.9765703,0.017105002
971678519062,0.6042249,0.0032420543,0.002996742,0.38953623
772461327871,0.98578715,0.0016354606,0.0020649075,0.01051256
1064314530824,0.0577145,0.0028962963,0.013747426,0.9256418
1040544793261,0.088848196,0.8996785,0.008143039,0.0033302172
728615505254,0.0022637728,0.0013783453,0.9953916,0.000966248
773650479162,0.98486984,0.0015504707,0.0026599637,0.010919734
538981084445,0.015108661,0.0013392611,0.9823736,0.0011784002
1065000953598,0.8656167,0.0025933231,0.0038966436,0.12789337
483484387488,0.98855734,0.0010991766,0.007479859,0.0028635492
418389493861,0.06673552,0.8959731,0.003451827,0.033839542
465037485185,0.024100931,0.968511,0.0036911955,0.003696894
1063298866927,0.35222122,0.6366074,0.006441097,0.004730237
337375326531,0.9914232,0.0014106795,0.00485831,0.0023078618
485615314128,0.037908714,0.002313753,0.9576969,0.0020806773
413709727549,0.95016396,0.0013874625,0.041415915,0.007032645
617430603721,0.002273423,0.0015713215,0.9953236,0.0008317242
906855083995,0.13980745,0.83904094,0.017290998,0.003860591
885391725652,0.010944835,0.68096316,0.30079845,0.007293617
314617007082,0.010766503,0.031656954,0.0031620588,0.9544144
466837534627,0.9336871,0.059380066,0.0033916377,0.0035412274
797485499697,0.003142874,0.002091476,0.9935743,0.0011913572
806576318532,0.013918731,0.022715779,0.0078105307,0.95555496
575979535768,0.003263666,0.97502553,0.019002767,0.0027079508
698411491899,0.9860188,0.005643875,0.0061254334,0.0022119381
176266863837,0.031521197,0.23319232,0.72875696,0.006529477
410527309025,0.9439975,0.04276401,0.0090229595,0.004215557
997497136263,0.015244495,0.95535237,0.023145204,0.0062579215
341320359797,0.00207513,0.0018419144,0.99536926,0.0007137071
81441067492,0.016937286,0.8496003,0.13193145,0.0015309221
509590344013,0.021031976,0.0056661167,0.9632201,0.010081731
761524624785,0.9895718,0.0017775169,0.0064221984,0.0022285492
359952140903,0.0032454429,0.005259363,0.0073187593,0.9841764
215460957510,0.98953044,0.0044459174,0.0020926245,0.003931023
490711068278,0.0015308624,0.0020301754,0.9956697,0.0007691558
1071561371128,0.0046818,0.97663957,0.014710093,0.0039685564
1007815703187,0.0012456964,0.009275341,0.9888132,0.0006657299
257022962492,0.0017280997,0.0015223622,0.99591476,0.00083476707
375512926126,0.8116815,0.178265,0.006080512,0.003973048
853812934682,0.2386599,0.0039583677,0.7544543,0.002927367
351556248791,0.0030554084,0.6382908,0.35570154,0.0029522385
823478085894,0.73848164,0.027555864,0.23250726,0.0014552553
403067714220,0.0016470243,0.001978866,0.99558455,0.00078948
973338270729,0.055523857,0.9372778,0.004200209,0.0029981146
490586164434,0.17009726,0.79324794,0.03277161,0.0038831767
181114748705,0.0017197998,0.0017061372,0.9957279,0.00084612885
192822143379,0.052221257,0.017320244,0.92870533,0.001753169
516503052178,0.97497094,0.002436658,0.011880426,0.010711994
81895657393,0.0021469854,0.001789,0.9953858,0.00067815447
654823274427,0.76015574,0.0114691295,0.22223714,0.006138007
939951910578,0.9853957,0.0013063039,0.01036234,0.0029355914
106624792939,0.035978757,0.95670986,0.0027082877,0.0046031177
36214229694,0.0016101536,0.017988836,0.9794033,0.0009976584
1005961674195,0.84608006,0.0025985665,0.14911672,0.0022046387
203939644559,0.88497263,0.003631011,0.007344395,0.104052
443565257093,0.956161,0.0013452799,0.009191281,0.033302493
610750241846,0.0014143679,0.0038415224,0.993948,0.00079608365
501261294625,0.9850096,0.0013498846,0.011080233,0.0025602826
215656538124,0.0133837145,0.9784636,0.006210572,0.001942075
621948072964,0.9785799,0.0010193759,0.0035716959,0.016829042
730557884118,0.043242842,0.9458698,0.008619346,0.0022679383
1071898728172,0.0039870986,0.0011868671,0.993665,0.0011611476
855556847273,0.010520596,0.0025900938,0.0037390548,0.9831502
294422083197,0.0017954697,0.0014608444,0.9957705,0.00097324164
756260996259,0.9912736,0.002258511,0.004116233,0.0023517658
815094605951,0.20411795,0.004810447,0.008271229,0.7828004
819371002659,0.015029975,0.0015918569,0.9822254,0.0011527338
348941424967,0.013014759,0.006282543,0.9790133,0.0016894398
725546595382,0.9815554,0.0013070371,0.0144794965,0.0026580421
399343028286,0.003920701,0.008227313,0.8723736,0.11547838
316798733004,0.006545208,0.97957027,0.011445393,0.0024391105
310430146331,0.9644015,0.0020931964,0.0020065922,0.031498685
579001207303,0.9920997,0.0030790844,0.0021081313,0.0027131212
951296571942,0.20815699,0.760758,0.028888969,0.0021960575
892572636768,0.0011427907,0.00930584,0.98873186,0.0008194096
778739416232,0.02061806,0.005610839,0.0035822436,0.97018886
391239289193,0.14316748,0.8339263,0.02080039,0.002105825
211329764944,0.024385154,0.9042626,0.06980719,0.0015450956
916553785660,0.0021882225,0.0015562926,0.99545753,0.0007979963
825452096641,0.022731205,0.011022766,0.007191942,0.9590542
583727271715,0.9920169,0.0020557113,0.0034368394,0.002490556
355085707024,0.00495228,0.98619425,0.004321328,0.0045320247
1045550525010,0.98883075,0.0047168448,0.0051743835,0.0012780984
1016977556888,0.0015326296,0.0016079108,0.9961021,0.0007573859
280298566625,0.9814672,0.00440802,0.012548662,0.0015760357
907033602676,0.52144897,0.46047306,0.012340445,0.0057375575
209725401031,0.9054896,0.003892082,0.0882644,0.0023539418
322223322017,0.9865428,0.0056747715,0.001573486,0.006208938
465131226902,0.9912952,0.0020208743,0.003135128,0.003548783
139604518780,0.9902914,0.0013280566,0.004549082,0.003831345
37171158080,0.01667043,0.0039951494,0.00606431,0.97327006
910264091377,0.9923545,0.0015581466,0.0038297058,0.0022576794
777361550664,0.00783088,0.0010469401,0.98888993,0.002232236
988919293198,0.003586155,0.19145207,0.80315185,0.0018099521
1066128653327,0.19982095,0.008416602,0.790104,0.0016584324
516791350954,0.8825788,0.0015539113,0.004793585,0.11107375
185913006965,0.98947185,0.0011923208,0.0025120652,0.006823758
364888739001,0.001858507,0.002148947,0.9950439,0.0009487112
141489858138,0.09279832,0.0015784465,0.90338916,0.0022340773
151971778888,0.0023486658,0.0013706103,0.99525875,0.001022015
559338356696,0.6417794,0.34442383,0.0102571715,0.0035395673
795022549646,0.98429906,0.0011115771,0.011996946,0.002592443
510383891257,0.010265765,0.98115563,0.0060810237,0.0024974614
609735378326,0.46099555,0.0020106165,0.53290087,0.0040929182
1054141041173,0.011112286,0.0025034458,0.98449683,0.0018873587
811145466138,0.0017280792,0.015680116,0.9816535,0.00093832705
40260413759,0.9909957,0.0013440098,0.00548819,0.0021720945
262700779139,0.0021250672,0.0013619016,0.99539894,0.0011140684
316625772633,0.0027169713,0.9406277,0.05406943,0.0025859096
29968540852,0.9852632,0.0015344308,0.0030979244,0.010104442
563079405867,0.34956035,0.0021552697,0.630602,0.017682388
1029595389239,0.009987582,0.3527728,0.34282655,0.2944131
674488379846,0.017160391,0.9626742,0.017968252,0.0021971858
1000905144898,0.0055938857,0.18846326,0.8036021,0.002340801
953519482744,0.0053708977,0.0014509716,0.9922943,0.00088383956
283369307222,0.002385889,0.0021681231,0.9942504,0.0011956347
240429893593,0.9893104,0.0024975438,0.0037911863,0.0044009765
328598936118,0.9920087,0.0011434475,0.0039904565,0.0028573703
618470566755,0.03988092,0.033714276,0.0065887915,0.919816
396663208170,0.001429968,0.001807393,0.9958145,0.0009481615
131215504594,0.9833655,0.0010343376,0.0060931505,0.009507052
1087591508372,0.93610364,0.0070331506,0.055443384,0.0014198314
217362253659,0.0014701143,0.0033004978,0.99456185,0.00066745264
541697017377,0.073583625,0.001213572,0.9225798,0.002622982
996466209802,0.0030480255,0.0017018063,0.9922191,0.0030311688
1023184755576,0.025861377,0.002358304,0.0037439333,0.96803635
472497915690,0.0029150539,0.0014347063,0.99491584,0.0007343773
513176910030,0.99010086,0.0018478238,0.004510859,0.0035404684
566607730324,0.012058692,0.08923668,0.8683931,0.030311573
522082367089,0.9824808,0.010044655,0.0058009946,0.00167356
740278490558,0.0019982562,0.0024836124,0.9949098,0.0006084084
404245255507,0.019263146,0.972172,0.0056662015,0.0028985934
358703026381,0.005118933,0.9856328,0.005862503,0.0033857594
876861063688,0.97459275,0.00219199,0.020060332,0.0031549472
381391151661,0.0038518119,0.007386664,0.0050088577,0.9837527
149552167015,0.9889748,0.0009491255,0.0045701154,0.0055059516
759656381264,0.96554184,0.0038998579,0.001511584,0.029046712
580902316129,0.98638886,0.005035721,0.0072736675,0.001301693
252014374839,0.0048699337,0.1751601,0.8166353,0.003334596
657000968427,0.17375022,0.3144983,0.008749889,0.50300163
364294861889,0.2967076,0.69170326,0.0051728077,0.006416278
67856614477,0.19887985,0.0019974227,0.78532743,0.013795234
494224968134,0.65018374,0.33677512,0.0072977506,0.0057433965
696036468546,0.9836525,0.0010468913,0.011755967,0.0035446878
986807529262,0.3790054,0.094908796,0.006158371,0.5199274
771691707593,0.021243623,0.0022373726,0.007307789,0.96921116
763748173025,0.9872622,0.0019977745,0.0059901406,0.0047498983
265337747657,0.0030466274,0.0012265885,0.99480104,0.0009256634
1056691680582,0.057968434,0.92998934,0.009370786,0.002671479
138040887967,0.4256561,0.43852052,0.13286847,0.002954935
45532597199,0.0045867614,0.003525496,0.9898443,0.0020434395
765577353988,0.014243063,0.001256008,0.9828262,0.0016747876
660557248916,0.0023593693,0.0024184214,0.9937012,0.0015209819
516913964342,0.00429679,0.015048138,0.98006666,0.00058849214
1001534014498,0.016641354,0.9760694,0.0049953326,0.002293818
1096479403491,0.0075729815,0.98401666,0.004397459,0.004012977
364641339754,0.06900641,0.0033469491,0.0024987173,0.92514783
771704922985,0.9749546,0.0012956447,0.021522833,0.002226828
521862564618,0.0012123298,0.0025107278,0.99545324,0.00082366867
924046663563,0.0018659715,0.0020577207,0.9952271,0.0008491769
511938540450,0.0040615955,0.9798163,0.00983313,0.006289066
1081651020856,0.0032990314,0.0014984768,0.994414,0.0007884995
812619218715,0.407626,0.5798903,0.008565885,0.0039177737
680361804285,0.0024984598,0.18739039,0.8062321,0.003879009
887381071660,0.009061552,0.97566694,0.009920044,0.00535146
1010631398193,0.13762231,0.0023558503,0.008150314,0.8518715
535229207833,0.49233815,0.0049308455,0.50075257,0.0019784465
53600057080,0.0038704327,0.0021311704,0.99257904,0.0014193861
37246425522,0.99113196,0.0022565124,0.0047991127,0.0018124664
663654322561,0.0018843845,0.0014151942,0.99588734,0.0008129951
833639636549,0.014197593,0.9597864,0.016727163,0.009288801
991190627778,0.978874,0.0023472128,0.017165076,0.0016136224
636055405831,0.9839176,0.004995809,0.009753338,0.001333221
565924242015,0.0014446146,0.0019728835,0.9956792,0.0009033557
686323105671,0.0068798433,0.9776878,0.013393172,0.0020392558
224848088923,0.003047802,0.983698,0.0070473943,0.0062067476
179037980194,0.9901787,0.004922565,0.0018790243,0.0030196984
1012153125357,0.30896097,0.008540833,0.6329537,0.04954453
365741698181,0.98466414,0.0010735102,0.009639624,0.0046227295
923960560741,0.9885543,0.0024233141,0.0034362108,0.005586173
538920629385,0.9771906,0.017542608,0.0018508703,0.0034158865
147292077546,0.13959213,0.8513975,0.004003563,0.005006683
569519135443,0.004476707,0.1320312,0.862191,0.0013010609
158745554961,0.013410099,0.9794515,0.0051275943,0.0020108684
458067158879,0.00460914,0.010892556,0.010579479,0.9739189
412597644571,0.10854152,0.88070613,0.007931682,0.0028206618
837667696966,0.011772302,0.97849965,0.008064797,0.0016632851
20531348326,0.97403413,0.0038643896,0.0012757869,0.020825671
433399267373,0.6754192,0.3136249,0.006475317,0.004480573
31916177970,0.9113965,0.081072725,0.0030996164,0.0044312207
708608158840,0.074692294,0.009439406,0.2540448,0.6618235
563227231942,0.990825,0.002597046,0.0043943003,0.0021836848
1045450461637,0.9788983,0.013421301,0.004487984,0.0031923335
577222491890,0.9921795,0.0019859415,0.003548856,0.0022856323
1050418732882,0.9900332,0.0016053665,0.005544658,0.0028167684
632437032198,0.09845671,0.0045875255,0.8908879,0.006067849
363749031042,0.9180791,0.0021159442,0.0759748,0.0038301751
607529330897,0.9825618,0.0010121514,0.0062716887,0.010154343
258029961386,0.9903865,0.0028057601,0.0052904193,0.0015173575
421041512891,0.043950327,0.0030921316,0.9520132,0.000944296
913408338697,0.003068246,0.9119099,0.08194908,0.0030727761
431435425756,0.99227905,0.0013741631,0.0039379084,0.002408827
621842238903,0.9694846,0.0010061585,0.0052184877,0.024290754
969114792285,0.98515147,0.007551026,0.005265469,0.002031999
212805215661,0.012274129,0.9726346,0.012863087,0.0022281455
939058973074,0.0015711985,0.009130165,0.98855305,0.000745632
149013750684,0.0013301235,0.0018001127,0.9931312,0.0037385651
291566102329,0.002534685,0.0020201989,0.99480647,0.0006387027
200954119947,0.7568199,0.0020070989,0.23772837,0.0034446174
600876223577,0.0037643106,0.6821801,0.31116283,0.0028927058
446113146516,0.9830692,0.0020603223,0.0022108732,0.012659549
806366225098,0.0062973057,0.004319432,0.9865507,0.0028325568
273944925675,0.9920483,0.003237676,0.002949919,0.0017640626
644521539943,0.0030633684,0.0019909353,0.99388593,0.0010598416
825711176175,0.010560155,0.05256295,0.9283141,0.008562773
167222977868,0.0011914397,0.013755945,0.9840995,0.0009531386
97449138615,0.0023410553,0.0013337099,0.99533856,0.0009866691
259047781886,0.99251443,0.0018319985,0.0027919195,0.0028616162
1034342895096,0.9913384,0.0012083688,0.0043336004,0.0031197101
936250536448,0.34890917,0.62628734,0.020676857,0.0041266507
1018731134283,0.007640603,0.0060852524,0.008837987,0.97743624
691195666791,0.003118759,0.0041595455,0.00928494,0.9834368
383759808376,0.9577026,0.020542406,0.013800508,0.0079544885
615504267341,0.0021018758,0.0015320337,0.99563736,0.0007288077
911433190871,0.88489664,0.0013225458,0.10932847,0.0044523156
781690978380,0.0022775827,0.001953297,0.9951527,0.00061634765
768449040928,0.9828827,0.0008788881,0.009689743,0.006548665
365779127461,0.0021757223,0.0019233514,0.9947836,0.0011173516
1061907686128,0.0044527156,0.97637093,0.01570266,0.0034737082
622934383173,0.6912197,0.11150656,0.1953488,0.0019249286
1032052372076,0.98290044,0.0010569487,0.0031615475,0.012881074
